customer_id,intent_score,conversion_probability,churn_risk,fatigue_score,journey_stage,preferred_channel,recommended_action,channel_used,converted
CUST_12AF5997,100,0.678,92.0,10,Anonymous,sms,send_coupon,sms,False
CUST_18AAD8FB,10,0.0,70.0,100,Dormant,push,do_nothing,none,False
CUST_3E5FC064,100,0.718,52.0,10,Loyal,email,send_coupon,email,True
CUST_75BA66A5,100,0.708,62.0,10,Loyal,email,send_coupon,email,True
CUST_0276CE0E,100,0.72,80.0,0,Cart Active,push,send_coupon,push,True
CUST_EFAE7945,80,0.578,72.0,10,Anonymous,email,send_coupon,email,False
CUST_58BF3EB3,100,0.718,52.0,10,High Intent,push,send_coupon,push,True
CUST_791BE7DD,10,0.0,70.0,100,Churn Risk,email,do_nothing,none,False
CUST_43FE3394,100,0.728,42.0,10,Loyal,email,send_coupon,email,True
CUST_8DFFB2CE,30,0.288,62.0,10,Cart Active,whatsapp,send_whatsapp,whatsapp,False
CUST_63715C65,60,0.5,60.0,0,Cart Active,push,send_whatsapp,whatsapp,True
CUST_9D10986B,10,0.0,70.0,100,Dormant,whatsapp,do_nothing,none,False
CUST_AE7296E8,60,0.5,60.0,0,Cart Active,whatsapp,send_whatsapp,whatsapp,True
CUST_F5094D5F,100,0.7,100.0,0,Cart Active,whatsapp,send_coupon,whatsapp,True
CUST_55E21CDC,90,0.618,92.0,10,Cart Active,whatsapp,send_coupon,whatsapp,False
CUST_8AE530FA,75,0.558,62.0,10,Anonymous,sms,send_coupon,sms,False
CUST_C7AF7E68,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_A4B5E952,90,0.668,42.0,10,High Intent,email,send_email,email,True
CUST_F9C12A90,100,0.7,100.0,0,Interested,sms,wait,none,True
CUST_6D34DCA7,100,0.703,67.0,10,Loyal,push,send_coupon,push,True
CUST_F8398755,100,0.713,57.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_D351A539,100,0.71,90.0,0,Interested,whatsapp,send_coupon,whatsapp,True
CUST_956F4391,50,0.418,52.0,10,Browsing,sms,recommend_products,none,False
CUST_0AA057F5,100,0.7,100.0,0,Cart Active,email,send_coupon,email,True
CUST_8D6439E0,20,0.238,52.0,10,Anonymous,email,wait,none,False
CUST_302CEB79,30,0.288,62.0,10,Cart Active,email,send_whatsapp,whatsapp,False
CUST_538A7176,100,0.71,90.0,0,Interested,email,send_coupon,email,True
CUST_7D42AE80,45,0.378,62.0,10,Anonymous,whatsapp,send_whatsapp,whatsapp,False
CUST_A32303A8,100,0.698,72.0,10,Loyal,email,send_coupon,email,True
CUST_711EDC8E,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_1AFE374A,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_66D6E841,90,0.618,92.0,10,Interested,push,send_coupon,push,False
CUST_94271BA7,65,0.513,47.0,10,Loyal,push,loyalty_reward,none,True
CUST_24C24DF0,100,0.733,37.0,10,High Intent,push,send_push,push,True
CUST_D9AFADA6,75,0.558,62.0,10,Browsing,whatsapp,send_coupon,whatsapp,False
CUST_7DABD08A,60,0.5,60.0,0,Cart Active,whatsapp,send_whatsapp,whatsapp,True
CUST_0B2DF13F,10,0.0,70.0,100,Churn Risk,push,do_nothing,none,False
CUST_B231E916,100,0.688,82.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_2307D46C,20,0.238,52.0,10,Anonymous,email,wait,none,False
CUST_9F6558FE,60,0.478,52.0,10,Browsing,email,recommend_products,none,False
CUST_EEF7C6CD,90,0.668,42.0,10,Loyal,sms,loyalty_reward,none,True
CUST_A28972F7,100,0.683,87.0,10,Loyal,whatsapp,send_coupon,whatsapp,True
CUST_71D368F0,10,0.034,61.0,55,Dormant,email,wait,none,False
CUST_8E801C1B,100,0.708,62.0,10,Loyal,whatsapp,send_coupon,whatsapp,True
CUST_0AC726CC,60,0.458,72.0,10,Browsing,email,send_whatsapp,whatsapp,False
CUST_7852DBC9,50,0.418,52.0,10,Anonymous,sms,wait,none,False
CUST_07EA8A74,45,0.378,62.0,10,Anonymous,whatsapp,send_whatsapp,whatsapp,False
CUST_BF9F3367,100,0.723,47.0,10,Loyal,whatsapp,loyalty_reward,none,True
CUST_F3E2D497,55,0.438,62.0,10,Browsing,whatsapp,send_whatsapp,whatsapp,False
CUST_1A361C57,100,0.72,80.0,0,Cart Active,sms,send_whatsapp,whatsapp,True
CUST_F3F8E500,55,0.438,62.0,10,Browsing,email,send_whatsapp,whatsapp,False
CUST_5B263543,100,0.67,100.0,10,Loyal,whatsapp,do_nothing,none,True
CUST_EFB1E232,10,0.0,70.0,100,Churn Risk,push,do_nothing,none,False
CUST_586B166F,65,0.513,47.0,10,Loyal,email,loyalty_reward,none,True
CUST_46A3E974,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_4263EE0F,100,0.743,27.0,10,High Intent,email,send_email,email,True
CUST_0799698D,100,0.708,62.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_C4813074,60,0.6825,62.0,10,High Intent,sms,send_whatsapp,whatsapp,True
CUST_D0D6BA71,100,0.703,67.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_EE839A5D,55,0.438,62.0,10,Browsing,whatsapp,send_whatsapp,whatsapp,False
CUST_325501F0,70,0.518,72.0,10,Browsing,push,send_coupon,push,False
CUST_71520E60,30,0.288,62.0,10,Interested,sms,send_whatsapp,whatsapp,False
CUST_462E7A2E,10,0.034,61.0,55,Churn Risk,whatsapp,wait,none,False
CUST_4DC33C38,30,0.288,62.0,10,Cart Active,email,send_whatsapp,whatsapp,False
CUST_C640B75F,80,0.578,72.0,10,Loyal,sms,send_coupon,sms,True
CUST_CF937353,100,0.67,100.0,10,Cart Active,whatsapp,send_coupon,whatsapp,False
CUST_642E3418,10,0.0,70.0,100,Dormant,sms,do_nothing,none,False
CUST_84C827DA,50,0.398,72.0,10,Cart Active,push,send_whatsapp,whatsapp,False
CUST_05D41BA4,10,0.0,70.0,100,Churn Risk,email,do_nothing,none,False
CUST_5DF7BE8B,10,0.034,61.0,55,Churn Risk,whatsapp,wait,none,False
CUST_9919FCF3,80,0.61,70.0,0,Cart Active,sms,send_coupon,sms,True
CUST_EDAA98F7,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_7C08061C,20,0.238,52.0,10,Browsing,email,recommend_products,none,False
CUST_00BB6298,45,0.378,62.0,10,Browsing,whatsapp,send_whatsapp,whatsapp,False
CUST_053AECF7,45,0.378,62.0,10,Anonymous,whatsapp,send_whatsapp,whatsapp,False
CUST_05128E95,30,0.288,62.0,10,Cart Active,email,send_whatsapp,whatsapp,False
CUST_8E117EE4,100,0.71,90.0,0,Interested,sms,send_coupon,sms,True
CUST_6829755F,60,0.478,52.0,10,Anonymous,whatsapp,send_whatsapp,whatsapp,False
CUST_AFA4D7A5,90,0.668,42.0,10,High Intent,push,send_push,push,True
CUST_84D63496,45,0.378,62.0,10,Anonymous,push,send_whatsapp,whatsapp,False
CUST_F665114F,100,0.7,100.0,0,Cart Active,email,send_coupon,email,True
CUST_DA68F69F,80,0.578,72.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_B0CBB472,55,0.438,62.0,10,Anonymous,email,send_whatsapp,whatsapp,False
CUST_D9E59906,10,0.0,70.0,100,Dormant,push,do_nothing,none,False
CUST_22C9C586,70,0.508,82.0,10,Interested,push,send_coupon,push,False
CUST_A434A37C,10,0.034,61.0,55,Dormant,sms,wait,none,False
CUST_B726856D,30,0.298,52.0,10,Anonymous,whatsapp,wait,none,False
CUST_FCBBAB0E,10,0.0,70.0,100,Dormant,whatsapp,do_nothing,none,False
CUST_2463F2C4,65,0.513,47.0,10,Loyal,email,loyalty_reward,none,True
CUST_7A80472F,20,0.238,52.0,10,Anonymous,email,wait,none,False
CUST_E227EA55,50,0.418,52.0,10,Anonymous,email,wait,none,False
CUST_500B2D9A,10,0.0,70.0,100,Dormant,sms,do_nothing,none,False
CUST_D568E62C,10,0.0,70.0,100,Dormant,whatsapp,do_nothing,none,False
CUST_B2C5D3F0,100,0.7,100.0,0,Interested,email,send_coupon,email,True
CUST_4F6B0EF5,75,0.558,62.0,10,Anonymous,email,loyalty_reward,none,False
CUST_30EC8970,65,0.513,47.0,10,Loyal,push,loyalty_reward,none,True
CUST_9D087A5B,50,0.398,72.0,10,Interested,email,loyalty_reward,none,False
CUST_A677100E,30,0.288,62.0,10,Interested,whatsapp,send_whatsapp,whatsapp,False
CUST_23EFB197,100,0.708,62.0,10,Loyal,email,send_coupon,email,True
CUST_7C7B002A,60,0.8969,62.0,10,High Intent,email,send_whatsapp,whatsapp,True
CUST_50E42BD9,30,0.298,52.0,10,Browsing,email,recommend_products,none,False
CUST_4B21C776,10,0.0,70.0,100,Dormant,email,do_nothing,none,False
CUST_23EEA7C2,100,0.7,100.0,0,Interested,email,send_coupon,email,True
CUST_B215D3CB,95,0.658,82.0,10,Anonymous,whatsapp,send_coupon,whatsapp,False
CUST_9717D202,80,0.578,72.0,10,Loyal,email,send_coupon,email,True
CUST_8A4D9CAB,30,0.298,52.0,10,Anonymous,sms,wait,none,False
CUST_0CFCD5D5,60,0.5,60.0,0,Interested,whatsapp,send_whatsapp,whatsapp,True
CUST_3B0022BB,100,0.698,72.0,10,Loyal,email,send_coupon,email,True
CUST_C1330647,10,0.0,70.0,100,Dormant,email,do_nothing,none,False
CUST_DD504038,30,0.288,62.0,10,Cart Active,whatsapp,send_whatsapp,whatsapp,False
CUST_BB8935C0,65,0.498,62.0,10,Anonymous,email,send_coupon,email,False
CUST_CF602B04,60,0.5,60.0,0,Cart Active,email,send_whatsapp,whatsapp,True
CUST_5E0BB013,100,0.733,37.0,10,Loyal,sms,loyalty_reward,none,True
CUST_D26CE20B,10,0.034,61.0,55,Churn Risk,email,wait,none,False
CUST_66F3F64C,100,0.72,80.0,0,Cart Active,push,send_coupon,push,True
CUST_595A074D,10,0.0,70.0,100,Dormant,sms,do_nothing,none,False
CUST_B6F8C9F4,100,0.72,80.0,0,Interested,whatsapp,send_coupon,whatsapp,True
CUST_04E1682F,60,0.5,60.0,0,Cart Active,push,send_whatsapp,whatsapp,True
CUST_FC1DFA58,10,0.0,70.0,100,Churn Risk,sms,do_nothing,none,False
CUST_61784551,100,0.7,100.0,0,Cart Active,email,send_coupon,email,True
CUST_6452BA91,30,0.288,62.0,10,Cart Active,push,send_whatsapp,whatsapp,False
CUST_B5EFCFD7,10,0.0,70.0,100,Churn Risk,email,do_nothing,none,False
CUST_78779B3F,35,0.318,62.0,10,Anonymous,whatsapp,send_push,push,False
CUST_E765F27D,60,0.5,60.0,0,Interested,whatsapp,send_whatsapp,whatsapp,True
CUST_DB6903B7,10,0.034,61.0,55,Dormant,push,wait,none,False
CUST_CC615E9C,70,0.518,72.0,10,Browsing,whatsapp,send_coupon,whatsapp,False
CUST_6CC2B6D5,90,0.638,72.0,10,Anonymous,whatsapp,send_coupon,whatsapp,False
CUST_E1363176,70,0.508,82.0,10,Interested,whatsapp,send_coupon,whatsapp,False
CUST_732199DC,100,0.7,100.0,0,Interested,push,send_coupon,push,True
CUST_8BE239CA,100,0.713,57.0,10,High Intent,email,send_coupon,email,True
CUST_FCFD3350,35,0.318,62.0,10,Anonymous,email,send_push,push,False
CUST_3187E3F9,45,0.378,62.0,10,Anonymous,email,send_whatsapp,whatsapp,False
CUST_8BF8807D,65,0.513,47.0,10,Loyal,whatsapp,loyalty_reward,none,True
CUST_813B4C1D,10,0.034,61.0,55,Dormant,email,wait,none,False
CUST_3A24199B,45,0.378,62.0,10,Browsing,sms,send_whatsapp,whatsapp,False
CUST_4DE3D4BE,10,0.0,70.0,100,Dormant,whatsapp,recommend_products,none,False
CUST_67D19DA2,65,0.513,47.0,10,High Intent,email,send_email,email,True
CUST_A72EF9E3,100,0.723,47.0,10,Loyal,whatsapp,send_coupon,whatsapp,True
CUST_5E96CE43,10,0.0,70.0,100,Dormant,sms,do_nothing,none,False
CUST_D665C471,100,0.718,52.0,10,High Intent,sms,send_coupon,sms,True
CUST_4726940D,60,0.5,60.0,0,Interested,push,loyalty_reward,none,True
CUST_05774682,30,0.298,52.0,10,Browsing,whatsapp,recommend_products,none,False
CUST_E297E034,100,0.708,62.0,10,High Intent,sms,send_coupon,sms,True
CUST_76F2413B,10,0.0,70.0,100,Dormant,email,do_nothing,none,False
CUST_58844B20,10,0.0,70.0,100,Churn Risk,sms,do_nothing,none,False
CUST_8C946A45,100,0.71,90.0,0,Cart Active,whatsapp,send_coupon,whatsapp,True
CUST_A1319669,10,0.0,70.0,100,Dormant,push,do_nothing,none,False
CUST_DAF217DC,60,0.6176,62.0,10,Loyal,push,loyalty_reward,none,True
CUST_5BF19433,10,0.0,70.0,100,Churn Risk,email,do_nothing,none,False
CUST_65AAD139,40,0.358,52.0,10,Browsing,email,recommend_products,none,False
CUST_E7CCC8F3,90,0.668,42.0,10,High Intent,email,send_email,email,True
CUST_6F69CD23,80,0.61,70.0,0,Cart Active,push,send_coupon,push,True
CUST_6BB19DF4,60,0.9355,62.0,10,High Intent,email,send_whatsapp,whatsapp,True
CUST_DB9A335D,100,0.7,100.0,0,Interested,push,send_coupon,push,True
CUST_F70CEE46,10,0.0,70.0,100,Churn Risk,whatsapp,recommend_products,none,False
CUST_FEC88168,10,0.0,70.0,100,Churn Risk,push,do_nothing,none,False
CUST_3D41A73A,50,0.398,72.0,10,Interested,email,send_whatsapp,whatsapp,False
CUST_D34AB1F8,100,0.698,72.0,10,Loyal,email,send_coupon,email,True
CUST_DE1FEA94,10,0.034,61.0,55,Dormant,email,wait,none,False
CUST_D8629B7D,70,0.518,72.0,10,Browsing,whatsapp,send_coupon,whatsapp,False
CUST_394BBCE4,100,0.7,100.0,0,Interested,sms,send_coupon,sms,True
CUST_E7346EB8,10,0.0,70.0,100,Churn Risk,email,do_nothing,none,False
CUST_9D8D3CB7,100,0.693,77.0,10,Loyal,push,send_coupon,push,True
CUST_EE577E68,50,0.398,72.0,10,Interested,whatsapp,send_whatsapp,whatsapp,False
CUST_4F08C7E1,10,0.034,61.0,55,Churn Risk,email,wait,none,False
CUST_6EE4FF22,55,0.438,62.0,10,Browsing,whatsapp,send_whatsapp,whatsapp,False
CUST_0D24552E,10,0.0,70.0,100,Dormant,push,do_nothing,none,False
CUST_2FD10D2E,90,0.638,72.0,10,Anonymous,whatsapp,send_coupon,whatsapp,False
CUST_35E4EBEE,100,0.693,77.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_019A65F6,80,0.61,70.0,0,Interested,sms,wait,none,True
CUST_27CCC870,100,0.718,52.0,10,Loyal,sms,send_coupon,sms,True
CUST_560A375E,10,0.034,61.0,55,Churn Risk,whatsapp,wait,none,False
CUST_E8306052,100,0.678,92.0,10,Loyal,email,send_coupon,email,True
CUST_40C1C35F,100,0.7,100.0,0,Cart Active,whatsapp,loyalty_reward,none,True
CUST_4973FEA9,90,0.638,72.0,10,Browsing,sms,send_coupon,sms,False
CUST_19632405,100,0.71,90.0,0,Interested,sms,send_coupon,sms,True
CUST_29F2B405,10,0.0,70.0,100,Dormant,whatsapp,do_nothing,none,False
CUST_1DC6721B,80,0.61,70.0,0,Interested,whatsapp,send_email,email,True
CUST_635C9A61,100,0.72,80.0,0,Interested,email,send_coupon,email,True
CUST_F0626251,90,0.638,72.0,10,Browsing,email,send_email,email,False
CUST_A046FDBD,10,0.0,70.0,100,Churn Risk,email,do_nothing,none,False
CUST_2CD14C35,100,0.718,52.0,10,Loyal,sms,send_coupon,sms,True
CUST_C9FDE206,100,0.708,62.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_AFFDA14D,100,0.7,100.0,0,Cart Active,sms,send_coupon,sms,True
CUST_DDD5D12B,55,0.438,62.0,10,Anonymous,whatsapp,send_whatsapp,whatsapp,False
CUST_F080180D,100,0.683,87.0,10,High Intent,email,send_coupon,email,True
CUST_3AFE3828,10,0.0,70.0,100,Dormant,push,do_nothing,none,False
CUST_E82A5B06,90,0.638,72.0,10,Browsing,whatsapp,send_email,email,False
CUST_9755D509,30,0.298,52.0,10,Anonymous,whatsapp,wait,none,False
CUST_B6244435,80,0.61,70.0,0,Cart Active,whatsapp,send_coupon,whatsapp,True
CUST_B1EB07F1,45,0.378,62.0,10,Anonymous,whatsapp,send_whatsapp,whatsapp,False
CUST_81413439,65,0.513,47.0,10,High Intent,whatsapp,send_whatsapp,whatsapp,True
CUST_EF7187EF,85,0.623,57.0,10,High Intent,email,send_coupon,email,True
CUST_52E25B39,100,0.71,90.0,0,Cart Active,whatsapp,send_coupon,whatsapp,True
CUST_3901D123,45,0.378,62.0,10,Browsing,email,send_whatsapp,whatsapp,False
CUST_607B58AC,100,0.718,52.0,10,Loyal,whatsapp,send_coupon,whatsapp,True
CUST_7E9EF41D,50,0.398,72.0,10,Interested,whatsapp,send_whatsapp,whatsapp,False
CUST_FCE6B254,30,0.298,52.0,10,Browsing,email,recommend_products,none,False
CUST_3FC6B029,85,0.623,57.0,10,Loyal,email,send_coupon,email,True
CUST_6B3B55D4,60,0.7538,62.0,10,High Intent,whatsapp,send_whatsapp,whatsapp,True
CUST_0D9C3C6D,10,0.034,61.0,55,Dormant,whatsapp,wait,none,False
CUST_EAD51975,100,0.688,82.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_6401C024,100,0.703,67.0,10,Loyal,push,send_whatsapp,whatsapp,True
CUST_1419DF71,10,0.034,61.0,55,Churn Risk,push,wait,none,False
CUST_E80D9B4D,85,0.623,57.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_0D679C7A,100,0.7,100.0,0,Interested,whatsapp,send_coupon,whatsapp,True
CUST_E9D7F09D,80,0.578,72.0,10,Browsing,whatsapp,send_coupon,whatsapp,False
CUST_442BA77D,10,0.0,70.0,100,Dormant,email,do_nothing,none,False
CUST_5E833011,30,0.298,52.0,10,Anonymous,email,send_push,push,False
CUST_47E0987A,10,0.0,70.0,100,Churn Risk,sms,do_nothing,none,False
CUST_52F8A762,10,0.0,70.0,100,Churn Risk,email,do_nothing,none,False
CUST_4D49D219,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_3A3C56D3,10,0.0,70.0,100,Churn Risk,email,send_whatsapp,whatsapp,False
CUST_53665C2A,10,0.0,70.0,100,Dormant,push,do_nothing,none,False
CUST_0D60282C,90,0.668,42.0,10,High Intent,email,loyalty_reward,none,True
CUST_3E82BC00,30,0.288,62.0,10,Cart Active,push,send_push,push,False
CUST_13032569,50,0.418,52.0,10,Browsing,email,send_push,push,False
CUST_AEFFBB31,70,0.508,82.0,10,Interested,push,send_coupon,push,False
CUST_E8C23CF2,100,0.733,37.0,10,Loyal,email,loyalty_reward,none,True
CUST_43216AB0,80,0.61,70.0,0,Interested,email,send_coupon,email,True
CUST_A8DE6CBB,100,0.723,47.0,10,Loyal,email,send_coupon,email,True
CUST_288DE215,100,0.71,90.0,0,Interested,sms,send_coupon,sms,True
CUST_A5EAAA27,55,0.438,62.0,10,Browsing,whatsapp,send_whatsapp,whatsapp,False
CUST_086C9EA2,100,0.733,37.0,10,Loyal,sms,loyalty_reward,none,True
CUST_358A3BBF,90,0.618,92.0,10,Interested,whatsapp,send_coupon,whatsapp,False
CUST_5EFCA7D3,55,0.438,62.0,10,Anonymous,whatsapp,send_whatsapp,whatsapp,False
CUST_65C8F81A,10,0.0,70.0,100,Dormant,email,do_nothing,none,False
CUST_D133848B,100,0.7,100.0,0,Cart Active,push,send_coupon,push,True
CUST_D7E5199C,75,0.558,62.0,10,Anonymous,push,send_coupon,push,False
CUST_6F1B6EA5,80,0.61,70.0,0,Cart Active,push,send_coupon,push,True
CUST_FAA24C6B,30,0.288,62.0,10,Cart Active,sms,loyalty_reward,none,False
CUST_FEC40CE5,100,0.743,27.0,10,High Intent,whatsapp,send_whatsapp,whatsapp,True
CUST_36608905,10,0.034,61.0,55,Dormant,email,wait,none,False
CUST_A34A1CD7,100,0.7,100.0,0,Interested,whatsapp,send_coupon,whatsapp,True
CUST_03828410,40,0.358,52.0,10,Browsing,whatsapp,recommend_products,none,False
CUST_827F4A54,40,0.358,52.0,10,Anonymous,email,wait,none,False
CUST_4BA78447,100,0.7,100.0,0,Cart Active,sms,send_coupon,sms,True
CUST_B235EDF2,55,0.438,62.0,10,Anonymous,whatsapp,send_whatsapp,whatsapp,False
CUST_AA0CFD5A,30,0.288,62.0,10,Cart Active,email,send_whatsapp,whatsapp,False
CUST_8C65C9E1,50,0.398,72.0,10,Interested,email,send_whatsapp,whatsapp,False
CUST_443DBF8F,60,0.5,60.0,0,Cart Active,whatsapp,send_whatsapp,whatsapp,True
CUST_0417587D,10,0.0,70.0,100,Dormant,email,do_nothing,none,False
CUST_76AC0392,75,0.558,62.0,10,Anonymous,whatsapp,send_whatsapp,whatsapp,False
CUST_FF0607BB,90,0.618,92.0,10,Interested,email,send_coupon,email,False
CUST_152DD3F0,100,0.72,80.0,0,Interested,sms,send_coupon,sms,True
CUST_D319C2D4,100,0.67,100.0,10,Loyal,whatsapp,send_coupon,whatsapp,True
CUST_43FCC9A5,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_5ED05649,80,0.61,70.0,0,Interested,whatsapp,send_coupon,whatsapp,True
CUST_909AA15D,50,0.398,72.0,10,Cart Active,push,send_whatsapp,whatsapp,False
CUST_B319ED7C,100,0.723,47.0,10,Loyal,sms,send_coupon,sms,True
CUST_2367332C,20,0.238,52.0,10,Anonymous,whatsapp,wait,none,False
CUST_F112702A,80,0.61,70.0,0,Interested,push,send_coupon,push,True
CUST_43E1C3FE,100,0.72,80.0,0,Interested,email,send_coupon,email,True
CUST_10B52115,40,0.358,52.0,10,Browsing,push,recommend_products,none,False
CUST_4F614825,75,0.558,62.0,10,Anonymous,whatsapp,send_whatsapp,whatsapp,False
CUST_DF1BA4AD,100,0.718,52.0,10,High Intent,push,send_coupon,push,True
CUST_7F6A8925,100,0.72,80.0,0,Interested,whatsapp,wait,none,True
CUST_27F2C1C5,60,0.5,60.0,0,Cart Active,email,send_whatsapp,whatsapp,True
CUST_848687AA,100,0.7,100.0,0,Cart Active,push,send_coupon,push,True
CUST_6ABF865A,100,0.698,72.0,10,Loyal,whatsapp,send_coupon,whatsapp,True
CUST_96077CC0,10,0.0,70.0,100,Churn Risk,push,do_nothing,none,False
CUST_AC61A36B,80,0.578,72.0,10,Loyal,whatsapp,send_coupon,whatsapp,True
CUST_D4854721,100,0.7,100.0,0,Cart Active,email,send_coupon,email,True
CUST_079742A8,100,0.72,80.0,0,Interested,whatsapp,send_coupon,whatsapp,True
CUST_90355462,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_17CE53E7,100,0.708,62.0,10,Loyal,email,send_coupon,email,True
CUST_0863F041,30,0.288,62.0,10,Cart Active,whatsapp,send_whatsapp,whatsapp,False
CUST_2EFCFE48,100,0.7,100.0,0,Cart Active,whatsapp,send_coupon,whatsapp,True
CUST_A1886EE9,20,0.238,52.0,10,Browsing,whatsapp,recommend_products,none,False
CUST_D49BFB32,20,0.238,52.0,10,Browsing,whatsapp,recommend_products,none,False
CUST_F32EC161,60,0.6366,62.0,10,Loyal,email,send_whatsapp,whatsapp,True
CUST_637934D3,80,0.61,70.0,0,Interested,whatsapp,send_coupon,whatsapp,True
CUST_AC3367D9,10,0.034,61.0,55,Dormant,whatsapp,wait,none,False
CUST_23CA8613,10,0.0,70.0,100,Churn Risk,push,do_nothing,none,False
CUST_A9F28BD6,30,0.288,62.0,10,Interested,whatsapp,send_whatsapp,whatsapp,False
CUST_C2529F48,20,0.238,52.0,10,Browsing,email,recommend_products,none,False
CUST_AB791841,10,0.0,70.0,100,Dormant,sms,do_nothing,none,False
CUST_C95518E2,100,0.7,100.0,0,Cart Active,whatsapp,send_coupon,whatsapp,True
CUST_ACB3D092,100,0.71,90.0,0,Cart Active,email,send_coupon,email,True
CUST_EB22D54A,10,0.0,70.0,100,Churn Risk,email,do_nothing,none,False
CUST_653FCFFE,10,0.034,61.0,55,Dormant,push,wait,none,False
CUST_3E813AFB,65,0.513,47.0,10,High Intent,email,send_email,email,True
CUST_1247D355,100,0.693,77.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_99797127,100,0.688,82.0,10,Loyal,sms,send_coupon,sms,True
CUST_2FA80455,10,0.0,70.0,100,Dormant,whatsapp,do_nothing,none,False
CUST_9BE8EFDB,50,0.398,72.0,10,Cart Active,whatsapp,send_whatsapp,whatsapp,False
CUST_23F288E0,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_B4EBE1E3,35,0.318,62.0,10,Anonymous,whatsapp,send_whatsapp,whatsapp,False
CUST_0B71948B,100,0.708,62.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_84D2D851,80,0.578,72.0,10,Anonymous,email,send_coupon,email,False
CUST_A44512C0,100,0.688,82.0,10,High Intent,email,send_coupon,email,True
CUST_483EE7A7,90,0.668,42.0,10,Loyal,push,loyalty_reward,none,True
CUST_33336E21,100,0.708,62.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_9FAC6DE4,55,0.438,62.0,10,Anonymous,whatsapp,send_whatsapp,whatsapp,False
CUST_8D231AE2,60,0.6846,62.0,10,High Intent,whatsapp,send_whatsapp,whatsapp,True
CUST_FD5C5434,100,0.7,100.0,0,Interested,email,send_coupon,email,True
CUST_5E03E8A0,10,0.0,70.0,100,Churn Risk,push,do_nothing,none,False
CUST_4E1F226E,20,0.238,52.0,10,Anonymous,email,wait,none,False
CUST_188B84EE,100,0.708,62.0,10,Loyal,email,send_coupon,email,True
CUST_FBB9A1EC,40,0.358,52.0,10,Anonymous,whatsapp,wait,none,False
CUST_E469213F,100,0.688,82.0,10,Loyal,email,send_coupon,email,True
CUST_9A03823A,80,0.578,72.0,10,Anonymous,sms,send_coupon,sms,False
CUST_0EE83A44,30,0.288,62.0,10,Interested,whatsapp,send_whatsapp,whatsapp,False
CUST_8B5D9007,30,0.298,52.0,10,Anonymous,whatsapp,wait,none,False
CUST_B3765000,100,0.708,62.0,10,High Intent,email,send_coupon,email,True
CUST_F0EF17C0,20,0.238,52.0,10,Browsing,whatsapp,recommend_products,none,False
CUST_82D9BCE5,75,0.558,62.0,10,Anonymous,sms,send_coupon,sms,False
CUST_8F7A5C8B,100,0.7,100.0,0,Cart Active,sms,send_coupon,sms,True
CUST_4F041D51,65,0.513,47.0,10,High Intent,email,send_email,email,True
CUST_FF17432C,35,0.318,62.0,10,Anonymous,whatsapp,send_email,email,False
CUST_B5684CA8,100,0.7,100.0,0,Cart Active,whatsapp,send_coupon,whatsapp,True
CUST_56D08890,10,0.0,70.0,100,Dormant,push,do_nothing,none,False
CUST_867A7DE6,100,0.723,47.0,10,High Intent,email,send_email,email,True
CUST_9F3A1613,10,0.034,61.0,55,Churn Risk,email,wait,none,False
CUST_19F2196D,100,0.733,37.0,10,Loyal,whatsapp,loyalty_reward,none,True
CUST_11C948DA,40,0.358,52.0,10,Anonymous,email,wait,none,False
CUST_58606570,100,0.703,67.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_C77883ED,100,0.7,100.0,0,Interested,whatsapp,send_coupon,whatsapp,True
CUST_DD40A301,20,0.238,52.0,10,Anonymous,whatsapp,wait,none,False
CUST_D8D2FDCB,10,0.0,70.0,100,Churn Risk,whatsapp,do_nothing,none,False
CUST_9FA79122,10,0.034,61.0,55,Dormant,whatsapp,wait,none,False
CUST_97CD1252,90,0.618,92.0,10,Interested,sms,send_coupon,sms,False
